# Joint_4_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm), T_cam2marker_flat(16), T_torso2marker_flat(16), T_ee2marker_flat(16)
-15.0000, 39.5395, -11.1622, 260.4198, 282.4269, -39.5395, 211.0690, -8.5882, -86.9688, 30.3056, 0.996329, -0.060106, 0.060960, 0.039540, 0.047356, 0.980163, 0.192454, -0.011162, -0.071318, -0.188861, 0.979411, 0.260420, 0.000000, 0.000000, 0.000000, 1.000000, -0.071348, -0.189488, 0.979287, 0.282427, -0.996329, 0.060106, -0.060959, -0.039539, -0.047310, -0.980042, -0.193081, 0.211069, 0.000000, 0.000000, 0.000000, 1.000000, -0.997319, 0.070890, -0.018176, -0.008588, -0.020842, -0.037060, 0.999096, -0.086969, 0.070152, 0.996795, 0.038438, 0.030306, 0.000000, 0.000000, 0.000000, 1.000000
-15.0000, 39.5406, -11.1698, 260.4167, 282.4238, -39.5406, 211.0758, -8.5887, -86.9700, 30.3049, 0.996328, -0.060113, 0.060959, 0.039541, 0.047363, 0.980166, 0.192436, -0.011170, -0.071318, -0.188842, 0.979414, 0.260417, 0.000000, 0.000000, 0.000000, 1.000000, -0.071348, -0.189472, 0.979290, 0.282424, -0.996329, 0.060112, -0.060959, -0.039541, -0.047318, -0.980044, -0.193065, 0.211076, 0.000000, 0.000000, 0.000000, 1.000000, -0.997319, 0.070890, -0.018176, -0.008589, -0.020842, -0.037060, 0.999096, -0.086970, 0.070152, 0.996795, 0.038438, 0.030305, 0.000000, 0.000000, 0.000000, 1.000000
-15.0000, 39.5418, -11.1771, 260.4135, 282.4206, -39.5417, 211.0828, -8.5892, -86.9711, 30.3042, 0.996328, -0.060119, 0.060958, 0.039542, 0.047371, 0.980169, 0.192418, -0.011177, -0.071318, -0.188824, 0.979418, 0.260413, 0.000000, 0.000000, 0.000000, 1.000000, -0.071348, -0.189455, 0.979294, 0.282421, -0.996328, 0.060119, -0.060958, -0.039542, -0.047325, -0.980047, -0.193049, 0.211083, 0.000000, 0.000000, 0.000000, 1.000000, -0.997319, 0.070890, -0.018176, -0.008589, -0.020842, -0.037060, 0.999096, -0.086971, 0.070152, 0.996795, 0.038438, 0.030304, 0.000000, 0.000000, 0.000000, 1.000000
-14.9989, 39.5407, -11.1747, 260.4113, 282.4185, -39.5406, 211.0795, -8.5888, -86.9724, 30.3036, 0.996329, -0.060112, 0.060958, 0.039541, 0.047366, 0.980172, 0.192403, -0.011175, -0.071315, -0.188809, 0.979421, 0.260411, 0.000000, 0.000000, 0.000000, 1.000000, -0.071346, -0.189444, 0.979296, 0.282418, -0.996329, 0.060112, -0.060958, -0.039541, -0.047319, -0.980050, -0.193037, 0.211079, 0.000000, 0.000000, 0.000000, 1.000000, -0.997319, 0.070890, -0.018175, -0.008589, -0.020842, -0.037060, 0.999096, -0.086972, 0.070152, 0.996795, 0.038438, 0.030304, 0.000000, 0.000000, 0.000000, 1.000000
-14.9980, 39.5402, -11.1750, 260.4085, 282.4157, -39.5402, 211.0795, -8.5887, -86.9737, 30.3029, 0.996329, -0.060109, 0.060958, 0.039540, 0.047364, 0.980176, 0.192386, -0.011175, -0.071314, -0.188793, 0.979424, 0.260408, 0.000000, 0.000000, 0.000000, 1.000000, -0.071344, -0.189429, 0.979299, 0.282416, -0.996329, 0.060109, -0.060958, -0.039540, -0.047318, -0.980053, -0.193022, 0.211080, 0.000000, 0.000000, 0.000000, 1.000000, -0.997319, 0.070890, -0.018175, -0.008589, -0.020841, -0.037060, 0.999096, -0.086974, 0.070153, 0.996795, 0.038438, 0.030303, 0.000000, 0.000000, 0.000000, 1.000000
-14.9968, 39.5397, -11.1758, 260.4043, 282.4115, -39.5397, 211.0801, -8.5886, -86.9755, 30.3020, 0.996329, -0.060106, 0.060957, 0.039540, 0.047363, 0.980180, 0.192362, -0.011176, -0.071311, -0.188769, 0.979429, 0.260404, 0.000000, 0.000000, 0.000000, 1.000000, -0.071342, -0.189406, 0.979304, 0.282411, -0.996329, 0.060106, -0.060957, -0.039540, -0.047316, -0.980058, -0.192999, 0.211080, 0.000000, 0.000000, 0.000000, 1.000000, -0.997318, 0.070891, -0.018174, -0.008589, -0.020841, -0.037060, 0.999096, -0.086976, 0.070153, 0.996795, 0.038438, 0.030302, 0.000000, 0.000000, 0.000000, 1.000000
-14.9941, 39.5387, -11.1777, 260.3949, 282.4021, -39.5387, 211.0818, -8.5884, -86.9796, 30.2998, 0.996329, -0.060099, 0.060956, 0.039539, 0.047360, 0.980191, 0.192309, -0.011178, -0.071306, -0.188717, 0.979439, 0.260395, 0.000000, 0.000000, 0.000000, 1.000000, -0.071337, -0.189354, 0.979314, 0.282402, -0.996330, 0.060099, -0.060956, -0.039539, -0.047314, -0.980068, -0.192947, 0.211082, 0.000000, 0.000000, 0.000000, 1.000000, -0.997318, 0.070892, -0.018173, -0.008588, -0.020839, -0.037060, 0.999096, -0.086980, 0.070154, 0.996795, 0.038438, 0.030300, 0.000000, 0.000000, 0.000000, 1.000000
-14.9929, 39.5383, -11.1786, 260.3909, 282.3981, -39.5383, 211.0825, -8.5883, -86.9813, 30.2990, 0.996330, -0.060097, 0.060955, 0.039538, 0.047359, 0.980195, 0.192287, -0.011179, -0.071304, -0.188695, 0.979444, 0.260391, 0.000000, 0.000000, 0.000000, 1.000000, -0.071334, -0.189333, 0.979318, 0.282398, -0.996330, 0.060097, -0.060955, -0.039538, -0.047313, -0.980072, -0.192925, 0.211082, 0.000000, 0.000000, 0.000000, 1.000000, -0.997318, 0.070892, -0.018172, -0.008588, -0.020839, -0.037060, 0.999096, -0.086981, 0.070155, 0.996795, 0.038438, 0.030299, 0.000000, 0.000000, 0.000000, 1.000000
-14.9903, 39.5373, -11.1804, 260.3817, 282.3890, -39.5373, 211.0842, -8.5882, -86.9853, 30.2969, 0.996330, -0.060090, 0.060953, 0.039537, 0.047357, 0.980205, 0.192236, -0.011180, -0.071298, -0.188644, 0.979454, 0.260382, 0.000000, 0.000000, 0.000000, 1.000000, -0.071329, -0.189283, 0.979328, 0.282389, -0.996330, 0.060090, -0.060953, -0.039537, -0.047311, -0.980082, -0.192874, 0.211084, 0.000000, 0.000000, 0.000000, 1.000000, -0.997318, 0.070894, -0.018171, -0.008588, -0.020838, -0.037060, 0.999096, -0.086985, 0.070156, 0.996795, 0.038438, 0.030297, 0.000000, 0.000000, 0.000000, 1.000000
-14.9888, 39.5368, -11.1814, 260.3765, 282.3837, -39.5367, 211.0851, -8.5881, -86.9875, 30.2957, 0.996330, -0.060087, 0.060952, 0.039537, 0.047356, 0.980211, 0.192207, -0.011181, -0.071295, -0.188615, 0.979460, 0.260376, 0.000000, 0.000000, 0.000000, 1.000000, -0.071326, -0.189254, 0.979334, 0.282384, -0.996330, 0.060087, -0.060952, -0.039537, -0.047309, -0.980088, -0.192845, 0.211085, 0.000000, 0.000000, 0.000000, 1.000000, -0.997318, 0.070894, -0.018170, -0.008588, -0.020837, -0.037060, 0.999096, -0.086988, 0.070157, 0.996795, 0.038438, 0.030296, 0.000000, 0.000000, 0.000000, 1.000000
